ascii information for file: combined_ASCII_2idd_0419.h5.csv
x pixel no, y pixel no, x position, y position, SRcurrent, us_ic, ds_ic, abs_ic, abs_cfg, H_dpc_cfg, V_dpc_cfg, dia1_dpc_cfg, dia2_dpc_cfg, H_dpc_norm, V_dpc_norm, phase, ELT1, ERT1, ICR1, OCR1, deadT, x_coord, y_coord, Na, Mg, Al, Si, P, S, Ar, K, Cr, Fe, Ni, Cu, Zn, Ga, Se, Mo_L, Cd_L, In_L, s_i, s_e, s_a, TFY, Bkgnd
 0,  0,  9.62620,  -0.916400,  0.000000,  3585.00,  47312.5,  13.1974,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359643,  0.407493,  107910.,  95238.3,  11.7426,  9626.20,  -916.400,  503.749,  88.7138,  78.6799,  19.8614,  15.6287,  9.16678,  6.73629,  8.74915,  0.544263,  0.512480,  0.648058,  47.3349,  52.1538,  22.0671,  112.399,  27.1768,  17.5534,  41.5076,  0.000000,  0.000000,  0.000000,  99188.3,  0.000000
 0,  1,  9.62620,  -0.916200,  0.000000,  3567.50,  47345.0,  13.2712,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358943,  0.407522,  106081.,  93435.5,  11.9206,  9626.20,  -916.200,  294.508,  129.022,  69.9001,  34.1139,  18.4727,  7.97112,  9.57536,  6.76651,  0.657600,  0.398726,  0.334212,  47.2232,  52.8231,  21.3242,  110.264,  22.3882,  15.4647,  31.5993,  0.000000,  0.000000,  0.000000,  97720.2,  0.000000
 0,  2,  9.62620,  -0.916000,  0.000000,  3552.50,  51860.0,  14.5982,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359351,  0.407551,  107352.,  94655.6,  11.8269,  9626.20,  -916.000,  475.947,  134.397,  67.7784,  27.1393,  13.7256,  5.04991,  8.40426,  11.3976,  0.476397,  0.588170,  0.462953,  48.4428,  52.1936,  21.7142,  112.198,  17.4667,  20.4985,  44.9888,  0.000000,  0.000000,  0.000000,  99304.6,  0.000000
 0,  3,  9.62620,  -0.915800,  0.000000,  3550.00,  54672.5,  15.4007,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.357553,  0.407490,  110356.,  96831.8,  12.2548,  9626.20,  -915.800,  379.640,  100.125,  47.0118,  22.5480,  13.1141,  8.04155,  8.25121,  11.2054,  0.479130,  0.544219,  0.513774,  49.4739,  53.7123,  22.3279,  116.485,  27.6052,  21.7304,  46.7894,  0.000000,  0.000000,  0.000000,  102183.,  0.000000
 0,  4,  9.62620,  -0.915600,  0.000000,  3520.00,  55155.0,  15.6690,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.357645,  0.407781,  109704.,  96215.9,  12.2948,  9626.20,  -915.600,  449.348,  106.000,  71.1004,  31.1101,  18.0940,  8.10801,  8.52232,  11.2980,  0.743214,  0.596432,  0.469456,  51.3301,  52.4277,  22.2275,  116.407,  26.5681,  25.2808,  47.1760,  0.000000,  0.000000,  0.000000,  102201.,  0.000000
 0,  5,  9.62620,  -0.915400,  0.000000,  3510.00,  55320.0,  15.7607,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358631,  0.407526,  109257.,  96148.4,  11.9981,  9626.20,  -915.400,  649.117,  90.8651,  54.5153,  19.1464,  13.9197,  9.81585,  7.71137,  10.6497,  0.594626,  0.620345,  0.469499,  50.6182,  51.5560,  23.1503,  117.892,  29.1011,  24.1594,  45.6249,  0.000000,  0.000000,  0.000000,  102374.,  0.000000
 0,  6,  9.62620,  -0.915200,  0.000000,  3467.50,  54640.0,  15.7578,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358773,  0.407649,  107430.,  94549.6,  11.9896,  9626.20,  -915.200,  471.558,  127.698,  81.5433,  29.0601,  17.6059,  12.0914,  5.74943,  11.1702,  0.413652,  0.820838,  0.589736,  50.4932,  51.6375,  22.7703,  117.862,  33.2869,  22.1718,  47.2151,  0.000000,  0.000000,  0.000000,  101625.,  0.000000
 0,  7,  9.62620,  -0.915000,  0.000000,  3432.50,  56295.0,  16.4006,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359775,  0.407748,  106330.,  93820.2,  11.7654,  9626.20,  -915.000,  458.074,  87.4757,  57.9850,  29.2747,  14.1887,  12.1807,  7.23985,  12.5765,  0.909177,  0.559373,  0.495075,  50.5009,  54.3641,  22.2234,  114.987,  36.1121,  20.0447,  48.6207,  0.000000,  0.000000,  0.000000,  101968.,  0.000000
 0,  8,  9.62620,  -0.914800,  0.000000,  3402.50,  53962.5,  15.8597,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361590,  0.407780,  103598.,  91863.1,  11.3272,  9626.20,  -914.800,  442.763,  144.618,  58.2025,  30.6089,  12.1057,  7.42316,  7.88990,  11.0291,  0.570368,  0.537060,  0.745399,  47.7137,  52.0894,  22.9348,  115.789,  20.7129,  17.8205,  44.0289,  0.000000,  0.000000,  0.000000,  100234.,  0.000000
 0,  9,  9.62620,  -0.914600,  0.000000,  3432.50,  51180.0,  14.9104,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.362082,  0.407473,  103582.,  92042.8,  11.1398,  9626.20,  -914.600,  522.587,  112.483,  74.4201,  32.7243,  10.5738,  4.32253,  7.19373,  11.1810,  0.602257,  0.555810,  0.623100,  49.3082,  52.2793,  22.2928,  113.911,  17.9410,  21.6241,  43.5849,  0.000000,  0.000000,  0.000000,  99503.8,  0.000000
 0,  10,  9.62620,  -0.914400,  0.000000,  3422.50,  49515.0,  14.4675,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361112,  0.407790,  103126.,  91321.6,  11.4464,  9626.20,  -914.400,  627.234,  143.963,  70.0097,  32.9080,  13.4686,  7.82423,  8.47425,  12.3020,  0.567785,  0.680436,  0.461704,  46.7387,  52.2504,  22.2058,  113.498,  24.4852,  23.4623,  50.1664,  0.000000,  0.000000,  0.000000,  99468.1,  0.000000
 0,  11,  9.62620,  -0.914200,  0.000000,  3437.50,  46772.5,  13.6065,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360785,  0.407305,  103785.,  91931.1,  11.4214,  9626.20,  -914.200,  422.340,  71.7326,  86.6078,  29.1503,  19.0734,  9.09668,  8.23894,  10.2821,  0.678984,  0.556995,  0.525835,  49.5589,  51.7359,  21.5838,  112.737,  25.6847,  18.8189,  43.1516,  0.000000,  0.000000,  0.000000,  99521.4,  0.000000
 0,  12,  9.62620,  -0.914000,  0.000000,  3440.00,  48900.0,  14.2151,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360753,  0.407338,  103938.,  92051.4,  11.4364,  9626.20,  -914.000,  472.719,  143.374,  57.7017,  23.0626,  8.47166,  6.49349,  5.96943,  10.8025,  0.716249,  0.605044,  0.706141,  47.2160,  51.5671,  22.3372,  114.337,  16.6845,  28.4954,  44.1759,  0.000000,  0.000000,  0.000000,  99527.5,  0.000000
 0,  13,  9.62620,  -0.913800,  0.000000,  3470.00,  51472.5,  14.8336,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359851,  0.407763,  106194.,  93716.2,  11.7498,  9626.20,  -913.800,  486.585,  127.223,  76.4615,  34.9839,  13.3308,  9.89533,  6.34179,  12.5689,  0.487045,  0.601316,  0.571224,  48.1386,  52.9184,  22.1112,  114.968,  26.7857,  25.4878,  49.1303,  0.000000,  0.000000,  0.000000,  100665.,  0.000000
 0,  14,  9.62620,  -0.913600,  0.000000,  3470.00,  53345.0,  15.3732,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360195,  0.407689,  104602.,  92416.1,  11.6494,  9626.20,  -913.600,  402.306,  116.934,  71.6142,  32.5401,  8.41141,  7.73677,  8.37952,  11.1181,  0.786014,  0.744919,  0.391323,  48.2081,  53.6403,  21.9796,  111.848,  22.9373,  20.3708,  42.2953,  0.000000,  0.000000,  0.000000,  99150.8,  0.000000
 0,  15,  9.62620,  -0.913400,  0.000000,  3480.00,  55312.5,  15.8944,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359181,  0.407574,  106228.,  93614.9,  11.8733,  9626.20,  -913.400,  335.236,  142.346,  38.1920,  31.3331,  12.6164,  6.44693,  7.15283,  9.67869,  0.711114,  0.408480,  0.505429,  48.9125,  54.7160,  22.2985,  112.707,  20.3875,  19.8037,  40.7264,  0.000000,  0.000000,  0.000000,  100472.,  0.000000
 0,  16,  9.62620,  -0.913200,  0.000000,  3510.00,  55682.5,  15.8640,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359019,  0.407785,  108838.,  95822.5,  11.9588,  9626.20,  -913.200,  415.651,  146.236,  71.0301,  22.7118,  14.5999,  8.52630,  9.93287,  12.5842,  0.816727,  0.524341,  0.630713,  49.2894,  54.0297,  23.3333,  115.197,  24.0141,  30.8681,  49.2010,  0.000000,  0.000000,  0.000000,  101935.,  0.000000
 0,  17,  9.62620,  -0.913000,  0.000000,  3512.50,  54247.5,  15.4441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.357963,  0.407587,  108383.,  95187.0,  12.1750,  9626.20,  -913.000,  483.233,  96.0237,  59.3241,  33.5449,  15.3293,  6.40902,  8.93924,  11.7021,  0.855759,  0.573286,  0.599706,  49.6004,  51.5788,  22.2222,  116.378,  21.5343,  24.1872,  48.7919,  0.000000,  0.000000,  0.000000,  101209.,  0.000000
 0,  18,  9.62620,  -0.912800,  0.000000,  3525.00,  48665.0,  13.8057,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360092,  0.407413,  106373.,  94017.5,  11.6150,  9626.20,  -912.800,  561.202,  120.148,  72.8676,  27.2947,  13.1140,  12.2738,  9.25737,  9.78855,  0.442269,  0.378584,  0.577991,  47.5832,  52.0941,  23.0778,  113.536,  35.1335,  23.9589,  44.2181,  0.000000,  0.000000,  0.000000,  99365.1,  0.000000
 0,  19,  9.62620,  -0.912600,  0.000000,  3527.50,  43310.0,  12.2778,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359339,  0.407748,  107027.,  94320.5,  11.8723,  9626.20,  -912.600,  512.394,  75.1969,  82.3839,  29.7093,  12.4410,  8.90027,  8.06105,  10.7050,  0.848858,  0.781912,  0.594870,  48.8873,  53.6775,  22.6744,  112.441,  26.3867,  22.3183,  44.7943,  0.000000,  0.000000,  0.000000,  99821.2,  0.000000
 0,  20,  9.62620,  -0.912400,  0.000000,  3507.50,  40222.5,  11.4676,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358575,  0.407781,  107439.,  94474.8,  12.0666,  9626.20,  -912.400,  383.145,  126.311,  73.5410,  28.7446,  17.4147,  7.68864,  9.34292,  10.5289,  0.706731,  0.525363,  0.680554,  48.8835,  52.7095,  22.6657,  115.666,  22.7945,  22.4933,  43.5889,  0.000000,  0.000000,  0.000000,  100719.,  0.000000
 0,  21,  9.62620,  -0.912200,  0.000000,  3480.00,  38492.5,  11.0611,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358916,  0.407627,  106404.,  93688.6,  11.9500,  9626.20,  -912.200,  385.807,  132.276,  66.8856,  24.1202,  17.5357,  11.1830,  6.54457,  10.0785,  0.561822,  0.553059,  0.375273,  47.7643,  52.4499,  23.1214,  114.229,  31.8790,  18.1197,  38.6665,  0.000000,  0.000000,  0.000000,  100431.,  0.000000
 0,  22,  9.62620,  -0.912000,  0.000000,  3457.50,  35247.5,  10.1945,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360640,  0.407628,  105917.,  93708.0,  11.5272,  9626.20,  -912.000,  420.066,  76.4425,  83.7486,  42.2819,  14.0524,  8.61686,  6.96540,  9.83338,  0.862920,  0.457649,  0.588380,  49.2342,  52.2930,  23.0278,  114.924,  22.9918,  21.5536,  37.1618,  0.000000,  0.000000,  0.000000,  100689.,  0.000000
 0,  23,  9.62620,  -0.911800,  0.000000,  3457.50,  41740.0,  12.0723,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359514,  0.407586,  106713.,  94127.5,  11.7942,  9626.20,  -911.800,  404.526,  97.1304,  60.0078,  29.0841,  14.8012,  9.94042,  8.83676,  13.9414,  0.639807,  0.628218,  0.639407,  48.4740,  53.8376,  23.4108,  115.755,  32.0331,  18.7762,  52.5045,  0.000000,  0.000000,  0.000000,  101571.,  0.000000
 0,  24,  9.62620,  -0.911600,  0.000000,  3440.00,  46057.5,  13.3888,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359867,  0.407610,  106239.,  93795.6,  11.7129,  9626.20,  -911.600,  558.505,  123.194,  43.3829,  24.3362,  24.7698,  9.11327,  8.25397,  11.6214,  0.718013,  0.485227,  0.642031,  49.5327,  53.8851,  22.3476,  115.548,  27.0182,  13.7114,  44.8119,  0.000000,  0.000000,  0.000000,  101581.,  0.000000
 0,  25,  9.62620,  -0.911400,  0.000000,  3417.50,  52452.5,  15.3482,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358890,  0.407719,  106685.,  93907.7,  11.9763,  9626.20,  -911.400,  461.220,  108.800,  55.9505,  24.5631,  16.4291,  10.5123,  8.33093,  11.4632,  0.648423,  0.563214,  0.365548,  50.0240,  52.4385,  23.6922,  117.071,  28.5687,  20.1823,  42.0371,  0.000000,  0.000000,  0.000000,  102623.,  0.000000
 0,  26,  9.62620,  -0.911200,  0.000000,  3410.00,  58462.5,  17.1444,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360285,  0.407546,  107426.,  94968.4,  11.5965,  9626.20,  -911.200,  341.070,  165.512,  70.4277,  33.1045,  15.6884,  13.1183,  9.35654,  10.6455,  0.761568,  0.660053,  0.547400,  51.0999,  53.3107,  23.2144,  118.110,  37.5954,  20.1484,  42.4976,  0.000000,  0.000000,  0.000000,  103475.,  0.000000
 0,  27,  9.62620,  -0.911000,  0.000000,  3382.50,  60520.0,  17.8921,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360354,  0.407605,  105552.,  93315.8,  11.5923,  9626.20,  -911.000,  601.608,  145.972,  66.0909,  23.4806,  13.6566,  6.17043,  7.96377,  12.7419,  0.844372,  0.616010,  0.568463,  49.9217,  52.3885,  22.8779,  117.671,  16.9868,  27.8513,  53.0081,  0.000000,  0.000000,  0.000000,  102505.,  0.000000
 0,  28,  9.62620,  -0.910800,  0.000000,  3397.50,  63517.5,  18.6954,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361793,  0.407559,  104563.,  92820.8,  11.2293,  9626.20,  -910.800,  392.032,  144.750,  70.3921,  28.1858,  17.1059,  10.4893,  5.81890,  10.3742,  0.723124,  0.610851,  0.513965,  49.7972,  52.0246,  22.6638,  114.707,  33.6892,  15.5352,  44.5999,  0.000000,  0.000000,  0.000000,  101173.,  0.000000
 0,  29,  9.62620,  -0.910600,  0.000000,  3392.50,  63767.5,  18.7966,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361314,  0.407633,  104709.,  92811.4,  11.3630,  9626.20,  -910.600,  427.316,  139.971,  80.3258,  25.8070,  13.5801,  8.76558,  5.83521,  11.0701,  0.648818,  0.784080,  0.515405,  49.5394,  53.6706,  22.7499,  116.146,  24.6880,  19.0406,  45.2573,  0.000000,  0.000000,  0.000000,  101766.,  0.000000
 0,  30,  9.62620,  -0.910400,  0.000000,  3392.50,  63887.5,  18.8320,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358390,  0.407295,  106702.,  93890.2,  12.0073,  9626.20,  -910.400,  499.731,  83.6228,  68.7114,  21.0619,  17.2938,  7.95339,  6.51313,  10.2192,  0.538681,  0.666966,  0.670465,  51.0713,  51.5752,  23.3781,  119.388,  22.2695,  24.4313,  41.3324,  0.000000,  0.000000,  0.000000,  103351.,  0.000000
 0,  31,  9.62620,  -0.910200,  0.000000,  3387.50,  64110.0,  18.9255,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359509,  0.407288,  106064.,  93621.6,  11.7312,  9626.20,  -910.200,  567.726,  135.664,  66.1486,  25.9749,  16.5461,  6.61695,  6.50243,  11.9476,  0.845109,  0.468576,  0.719567,  51.0615,  53.0634,  22.6939,  117.073,  19.6173,  18.0030,  42.8722,  0.000000,  0.000000,  0.000000,  102952.,  0.000000
 0,  32,  9.62620,  -0.910000,  0.000000,  3397.50,  65575.0,  19.3010,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360945,  0.407598,  105512.,  93435.2,  11.4459,  9626.20,  -910.000,  546.718,  98.4539,  60.8255,  23.3387,  11.4308,  8.32355,  6.04089,  12.9315,  0.572229,  0.489829,  0.498554,  50.6939,  50.3474,  23.5272,  118.765,  24.6769,  21.9157,  53.2199,  0.000000,  0.000000,  0.000000,  102451.,  0.000000
 0,  33,  9.62620,  -0.909800,  0.000000,  3390.00,  62575.0,  18.4587,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359117,  0.407338,  106809.,  94165.1,  11.8379,  9626.20,  -909.800,  516.296,  104.394,  49.0162,  24.7467,  20.8697,  7.50184,  7.34404,  13.0261,  0.922261,  0.814129,  0.619380,  50.2200,  52.3142,  24.0620,  118.843,  20.9325,  22.0760,  47.7121,  0.000000,  0.000000,  0.000000,  103591.,  0.000000
 0,  34,  9.62620,  -0.909600,  0.000000,  3402.50,  60130.0,  17.6723,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359807,  0.407585,  107074.,  94522.6,  11.7221,  9626.20,  -909.600,  410.730,  119.382,  65.8024,  22.1476,  16.4594,  8.33759,  7.92900,  10.9502,  0.726046,  0.686919,  0.615921,  49.5269,  53.0861,  23.4430,  118.706,  29.9224,  16.1757,  45.3133,  0.000000,  0.000000,  0.000000,  103497.,  0.000000
 0,  35,  9.62620,  -0.909400,  0.000000,  3410.00,  70622.5,  20.7104,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359632,  0.407457,  106907.,  94358.4,  11.7375,  9626.20,  -909.400,  444.196,  181.357,  77.8544,  25.7947,  15.7169,  11.8279,  9.99843,  10.6649,  0.495918,  0.489816,  0.498540,  50.4424,  52.6578,  23.4591,  119.231,  36.3649,  18.4548,  47.8966,  0.000000,  0.000000,  0.000000,  103084.,  0.000000
 0,  36,  9.62620,  -0.909200,  0.000000,  3402.50,  63350.0,  18.6187,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359144,  0.407617,  104209.,  91816.5,  11.8919,  9626.20,  -909.200,  514.361,  98.8023,  41.5077,  20.9559,  12.9051,  10.1115,  8.77982,  11.5056,  0.612537,  0.516141,  0.600382,  48.4521,  52.1684,  22.8878,  114.710,  26.0675,  20.2569,  47.5333,  0.000000,  0.000000,  0.000000,  100742.,  0.000000
 0,  37,  9.62620,  -0.909000,  0.000000,  3412.50,  63910.0,  18.7282,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360986,  0.407718,  102680.,  90910.9,  11.4619,  9626.20,  -909.000,  425.197,  139.277,  46.0189,  31.7931,  9.95681,  9.15823,  5.59891,  11.6788,  0.721555,  0.585145,  0.628654,  48.2101,  52.9318,  21.6962,  113.911,  27.1514,  20.0945,  43.9734,  0.000000,  0.000000,  0.000000,  99214.9,  0.000000
 0,  38,  9.62620,  -0.908800,  0.000000,  3400.00,  65252.5,  19.1919,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360749,  0.407636,  102201.,  90446.0,  11.5022,  9626.20,  -908.800,  529.531,  103.616,  75.4091,  38.0716,  10.7143,  7.88395,  9.58026,  11.5961,  0.572119,  0.759090,  0.415382,  49.2722,  51.8745,  22.2853,  111.143,  19.4780,  20.7583,  44.6962,  0.000000,  0.000000,  0.000000,  98694.9,  0.000000
 0,  39,  9.62620,  -0.908600,  0.000000,  3392.50,  68235.0,  20.1135,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361038,  0.407550,  103205.,  91426.9,  11.4125,  9626.20,  -908.600,  496.065,  140.078,  48.7195,  39.3550,  17.1670,  9.21089,  6.04823,  8.80945,  0.687509,  0.735637,  0.582353,  48.0012,  52.5981,  21.3478,  114.177,  26.0072,  18.4778,  35.7007,  0.000000,  0.000000,  0.000000,  100149.,  0.000000
 0,  40,  9.62620,  -0.908400,  0.000000,  3415.00,  69015.0,  20.2094,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361494,  0.407693,  104696.,  92832.1,  11.3319,  9626.20,  -908.400,  441.261,  108.096,  38.6700,  30.5050,  16.3227,  7.39797,  9.72545,  11.3890,  0.492641,  0.754198,  0.561279,  46.8358,  52.0989,  22.2646,  116.578,  21.9328,  18.3329,  47.5802,  0.000000,  0.000000,  0.000000,  100956.,  0.000000
 0,  41,  9.62620,  -0.908200,  0.000000,  3422.50,  67555.0,  19.7385,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361493,  0.407351,  103731.,  92053.3,  11.2575,  9626.20,  -908.200,  372.557,  92.4503,  62.7011,  29.2207,  14.1625,  5.64488,  7.84590,  11.7604,  0.340312,  0.388411,  0.494161,  49.0662,  51.0433,  22.7065,  114.774,  21.8848,  20.5793,  50.6410,  0.000000,  0.000000,  0.000000,  100060.,  0.000000
 0,  42,  9.62620,  -0.908000,  0.000000,  3542.50,  67237.5,  18.9802,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.358628,  0.407727,  107415.,  94480.0,  12.0420,  9626.20,  -908.000,  676.149,  165.059,  65.7581,  26.0850,  13.7921,  7.18868,  5.22783,  10.2947,  0.589175,  0.591018,  0.561442,  48.9188,  51.9639,  21.3632,  114.788,  28.8343,  17.8143,  43.6656,  0.000000,  0.000000,  0.000000,  99701.3,  0.000000
 0,  43,  9.62620,  -0.907800,  0.000000,  3532.50,  63200.0,  17.8910,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359048,  0.407677,  107607.,  94771.1,  11.9282,  9626.20,  -907.800,  462.526,  135.272,  49.4004,  32.0665,  15.8872,  10.5891,  6.24352,  9.53838,  0.516383,  0.686718,  0.562373,  47.7625,  52.4367,  22.4539,  114.532,  31.3936,  17.8438,  41.6797,  0.000000,  0.000000,  0.000000,  100011.,  0.000000
 0,  44,  9.62620,  -0.907600,  0.000000,  3547.50,  59320.0,  16.7216,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359270,  0.407324,  108231.,  95462.1,  11.7975,  9626.20,  -907.600,  443.848,  144.589,  63.2072,  23.6379,  14.4355,  9.69482,  8.61843,  10.5184,  0.624000,  0.612696,  0.543660,  48.1823,  53.0605,  22.5725,  114.601,  26.2430,  23.3066,  41.9899,  0.000000,  0.000000,  0.000000,  100195.,  0.000000
 0,  45,  9.62620,  -0.907400,  0.000000,  3497.50,  58385.0,  16.6934,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359789,  0.407654,  106676.,  94150.8,  11.7416,  9626.20,  -907.400,  582.741,  121.195,  71.1314,  25.1383,  10.4434,  8.53845,  8.12002,  12.9919,  0.892245,  0.716029,  0.404879,  48.9152,  52.6088,  23.3008,  113.673,  26.5797,  19.1093,  51.8643,  0.000000,  0.000000,  0.000000,  100201.,  0.000000
 0,  46,  9.62620,  -0.907200,  0.000000,  3450.00,  61117.5,  17.7152,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359786,  0.407603,  106875.,  94336.8,  11.7313,  9626.20,  -907.200,  405.099,  51.1937,  67.3039,  35.1931,  14.8222,  9.52170,  8.02609,  13.0392,  0.527647,  0.483929,  0.508967,  50.5193,  53.4077,  22.1656,  115.935,  28.2290,  16.5237,  49.9499,  0.000000,  0.000000,  0.000000,  101612.,  0.000000
 0,  47,  9.62620,  -0.907000,  0.000000,  3420.00,  63552.5,  18.5826,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.360089,  0.407697,  104655.,  92433.9,  11.6773,  9626.20,  -907.000,  391.296,  113.519,  41.1869,  19.5707,  11.3825,  8.72468,  8.08969,  11.5494,  0.417865,  0.682869,  0.430258,  50.0553,  51.7154,  21.0303,  115.177,  28.4527,  24.6948,  45.5761,  0.000000,  0.000000,  0.000000,  100703.,  0.000000
 0,  48,  9.62620,  -0.906800,  0.000000,  3365.00,  68282.5,  20.2920,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359742,  0.407687,  103432.,  91268.6,  11.7602,  9626.20,  -906.800,  536.536,  78.7399,  73.9419,  31.1091,  10.8560,  6.65687,  7.38575,  11.8846,  1.04344,  0.669889,  0.707073,  49.5515,  53.1811,  21.5770,  114.122,  21.0514,  18.6959,  44.7483,  0.000000,  0.000000,  0.000000,  101120.,  0.000000
 0,  49,  9.62620,  -0.906600,  0.000000,  3330.00,  68432.5,  20.5503,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.359932,  0.407553,  103395.,  91313.3,  11.6847,  9626.20,  -906.600,  314.646,  100.732,  44.8078,  26.3923,  12.4262,  9.86083,  7.88570,  14.5948,  0.624503,  0.501165,  0.476086,  48.3601,  53.7884,  22.4715,  117.050,  27.9056,  23.6030,  58.8077,  0.000000,  0.000000,  0.000000,  102417.,  0.000000
 0,  50,  9.62620,  -0.906400,  0.000000,  3322.50,  67302.5,  20.2566,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.361075,  0.407734,  101821.,  90169.0,  11.4436,  9626.20,  -906.400,  523.929,  111.234,  67.1502,  25.1126,  10.2240,  9.85180,  6.60089,  11.9922,  0.818909,  0.550777,  0.424687,  48.5715,  53.0621,  22.2209,  115.635,  29.2077,  20.0442,  49.5056,  0.000000,  0.000000,  0.000000,  100958.,  0.000000
