ascii information for file: combined_ASCII_2idd_0397.h5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x pixel no,y pixel no, x position, y position, SRcurrent, us_ic, ds_ic, abs_ic, abs_cfg, H_dpc_cfg, V_dpc_cfg, dia1_dpc_cfg, dia2_dpc_cfg, H_dpc_norm, V_dpc_norm, phase, ELT1, ERT1, ICR1, OCR1, deadT, x_coord, y_coord, Na, Al, Si, P, S, Cl, Ar, K, Ca, Ti, V, Cr, Mn, Fe, Co, Ni, Cu, Zn_L, Mo_L, Se_L, Sn_L, Cd_L, Te_L, s_i, s_e, s_a, TFY, Bkgnd
22,15,0.1998,3.04475,0,80175.1,12828,0.16,0,0,0,0,0,0,0,0,0.00930755,0.0099712,65108.4,60775,6.65567,199.8,3044.75,0,23.4449,11.911,27.959,155.715,5.91591,16.6721,34.4254,36.7367,4.93219,0,0.79404,0.322227,0,0,0.181455,4.56287,0,472.692,147.529,99.455,132.927,239.833,1501.46,7936.3,19090,57055.6,0
22,16,0.1998,3.0449,0,80576,12226.7,0.151741,0,0,0,0,0,0,0,0,0.00915007,0.00997152,75300,69096.8,8.23794,199.8,3044.9,162.068,0,0,14.1494,144.473,11.9756,21.0933,54.356,40.1979,3.12007,0.494226,0.401844,0.652284,0.527763,0,0,3.46373,108.55,423.756,149.322,100.663,165.12,284.469,1628.25,12157.6,25617.9,66215.7,0
22,17,0.1998,3.04505,0,80175.3,11725.6,0.14625,0,0,0,0,0,0,0,0,0.00899704,0.00997184,79804,72002.8,9.7755,199.8,3045.05,0,48.508,12.322,21.6929,147.665,3.06003,17.2475,34.1888,44.1674,3.189,1.51543,0.410721,0,0,0.233113,0.187717,3.54025,0,419.146,76.3102,56.5879,206.272,298.507,2108.02,10540.1,28180.9,70896,0
22,18,0.1998,3.0452,0,80876.8,11224.5,0.138786,0,0,0,0,0,0,0,0,0.00917342,0.0099712,80558.9,74113.5,8.00089,199.8,3045.2,161.054,23.5813,23.9606,7.03043,195.777,8.9255,14.673,34.6257,44.9398,3.72067,0,0.39933,0,0.524462,0.453296,0,5.73678,107.871,611.283,148.388,75.0253,182.319,309.074,647.228,11002.9,25241.9,70008.5,0
22,19,0.1998,3.04535,0,79974.7,10823.6,0.135338,0,0,0,0,0,0,0,0,0.00912044,0.0099712,80697.8,73812.6,8.53213,199.8,3045.35,0,23.9858,0,21.4531,154.883,9.07861,8.52839,23.9494,56.8844,2.523,0.49956,0,0,0.266729,0.922144,0.185641,3.83455,0,386.878,226.4,81.3997,216.354,329.711,1426.38,11520.8,25784.6,72416.4,0
22,20,0.1998,3.0455,0,80375.7,10723.4,0.133416,0,0,0,0,0,0,0,0,0.0091251,0.00997152,88218.2,80729.9,8.48836,199.8,3045.5,162.916,0,24.2377,7.11172,154.031,9.0287,14.8426,40.6302,50.5104,3.13641,1.98725,0,0,0,0,0.184621,3.81347,218.237,425.975,0,86.0118,196.722,343.15,2509.73,12330.4,28916.4,79438.3,0
22,21,0.1998,3.04565,0,80275.3,10322.5,0.128589,0,0,0,0,0,0,0,0,0.00896166,0.00997152,96410.7,86646.8,10.1274,199.8,3045.65,0,24.3194,12.3553,43.5028,157.037,21.478,17.294,39.9945,53.5557,6.3952,1.01301,0,0,0,0.233742,0,5.24018,0,462.304,0,118.639,188.025,322.635,1891.21,13016,31816.8,85660.6,0
22,22,0.1998,3.0458,0,80074.9,10122.1,0.126408,0,0,0,0,0,0,0,0,0.00873467,0.0099712,116891,102395,12.401,199.8,3045.8,0,25.0139,38.1243,29.8301,152.291,12.6236,11.1174,44.0749,60.3817,6.57783,1.04194,0.423589,0.687581,0,0.72125,0.193598,3.99889,0,432.278,0,116.722,174.055,419.808,2860.61,20710.8,48172.6,106758,0
22,23,0.1998,3.04595,0,80776.4,9721.23,0.120347,0,0,0,0,0,0,0,0,0.00879379,0.0099712,105529,93068,11.8081,199.8,3045.95,0,98.5196,12.513,7.34305,149.953,18.6448,8.75739,50.6315,64.6702,7.12454,0.512974,0,0,0,0.473453,0.190626,2.39675,0,397.267,154.986,88.8095,228.511,373.996,2478.7,17125.5,39433.8,94528.4,0
22,24,0.1998,3.0461,0,80275.3,9420.57,0.117353,0,0,0,0,0,0,0,0,0.00873398,0.00997152,117701,103094,12.4108,199.8,3046.1,170.425,0,50.7095,14.879,124.301,6.29655,13.3086,41.0372,69.7466,4.59334,1.03942,0,0.34296,0.277488,0,0.19313,1.561,114.148,416.858,157.021,142.903,270.098,426.77,3424.43,20318.3,45544.9,107641,0
22,25,0.1998,3.04625,0,80275.3,9119.92,0.113608,0,0,0,0,0,0,0,0,0.00906329,0.00997056,113425,103104,9.09949,199.8,3046.25,164.232,24.0467,36.6502,28.6767,195.204,21.2372,12.825,53.6697,68.2308,6.95584,1.50248,0.407211,0.330498,0.267406,0,0.186112,4.34571,110,595.642,226.974,112.209,328.454,415.107,2640,17600,38940.1,102300,0
22,26,0.1998,3.0464,0,79974.8,9420.59,0.117794,0,0,0,0,0,0,0,0,0.00836896,0.00997088,141714,118946,16.066,199.8,3046.4,0,26.1396,0,23.3794,159.145,3.29793,13.9412,49.129,64.2061,6.18647,1.08883,0.885304,0.718525,0.581358,0.251236,0.606931,1.99858,0,481.848,164.486,83.1645,161.679,380.207,4782.95,31208.8,67320.1,128303,0
22,27,0.1998,3.04655,0,80676.2,9420.57,0.11677,0,0,0,0,0,0,0,0,0.00848938,0.0099712,134874,114831,14.861,199.8,3046.55,0,76.6343,12.9778,22.8474,108.395,9.66866,9.08268,64.5149,71.3996,5.37395,1.59608,0,0,0,0,0.197707,2.84088,0,338.447,80.3714,146.29,197.499,424.635,3388.74,25941.4,54804,121761,0
22,28,0.1998,3.0467,0,80475.8,9921.67,0.123288,0,0,0,0,0,0,0,0,0.0088217,0.0099712,129454,114530,11.5282,199.8,3046.7,0,0,12.52,14.6943,127.305,15.546,21.9057,55.0021,72.012,6.48049,1.02652,0,0.338704,0.274045,0.236859,0.190733,1.88421,0,411.685,232.609,120.221,285.799,468.742,2931.01,21869.8,50052.6,118368,0
22,29,0.1998,3.04685,0,80275.5,9721.25,0.121099,0,0,0,0,0,0,0,0,0.00862052,0.00997088,119134,103000,13.543,199.8,3046.85,0,25.2817,0,45.2243,135.265,22.3279,13.4837,62.3657,56.7456,7.31309,2.63275,0,0,0.28114,0,0.391342,3.33881,0,436.907,79.5438,117.972,319.261,400.057,2428.64,18157,45219,106976,0
22,30,0.1998,3.047,0,79774.2,9821.45,0.123116,0,0,0,0,0,0,0,0,0.00939583,0.00997088,74181.8,69903.6,5.7673,199.8,3047,0,23.3413,23.7168,13.9178,111.964,17.6693,10.374,53.4663,66.2293,5.52421,1.45841,0.395266,0,0.259562,0.224341,0,2.4336,0,309.254,220.316,99.0156,210.541,402.93,854.188,8008.01,16122.8,66733.4,0
22,31,0.1998,3.04715,0,80275.3,10122.1,0.126092,0,0,0,0,0,0,0,0,0.00932907,0.0099712,73426.4,68697.9,6.43989,199.8,3047.15,0,0,11.8687,27.8597,146.542,8.84235,10.3831,35.6752,58.3721,6.75768,0,0.39561,0,0.259788,0.449073,0.18081,3.24762,0,390.268,147.005,84.2365,222.765,354.738,1068.66,5663.92,14854.4,64226.7,0
22,32,0.1998,3.0473,0,79473.7,10322.6,0.129887,0,0,0,0,0,0,0,0,0.00929099,0.0099712,72220.5,67293.8,6.82171,199.8,3047.3,0,23.694,24.0751,7.06401,118.027,8.96813,21.0615,54.274,59.2024,9.96918,0.986961,0,0,0.526966,0.683192,0.183382,2.63505,0,354.872,74.5482,100.511,201.509,386.294,1625.8,8020.6,16041.2,65899,0
22,33,0.1998,3.04745,0,79974.7,10422.8,0.130326,0,0,0,0,0,0,0,0,0.00934856,0.00997152,72952.4,68394.8,6.24737,199.8,3047.45,0,0,0,0,133.834,5.90472,12.4804,53.6019,56.4873,5.53822,0.97474,0,0.321617,0.26022,0,0.362223,3.25303,0,390.918,73.6251,148.9,229.167,329.146,642.266,7386.06,17662.3,65939.3,0
22,34,0.1998,3.0476,0,79874.6,10623.2,0.132999,0,0,0,0,0,0,0,0,0.00902767,0.00997056,76874.8,69604.9,9.45673,199.8,3047.6,0,24.2627,12.3265,7.23357,161.147,15.3057,12.9402,45.6015,41.1007,7.01832,1.51598,0,0.333467,0,0.466394,0,3.87881,0,475.203,76.3376,92.6317,281.381,271.467,1775.81,8213.12,20976.8,66925.9,0
22,35,0.1998,3.04775,0,80475.8,10723.4,0.13325,0,0,0,0,0,0,0,0,0.00940412,0.0099712,67417.3,63583.1,5.68717,199.8,3047.75,0,0,0,6.89213,187.66,20.4165,2.05491,47.5224,51.8879,3.03957,0,0,0,0,0.22219,0,3.53504,0,572.624,145.469,107.873,214.479,339.945,1268.99,6662.21,15227.9,58585.2,0
22,36,0.1998,3.0479,0,80074.9,10422.8,0.130163,0,0,0,0,0,0,0,0,0.00929066,0.00997088,64150.5,59774.1,6.82209,199.8,3047.9,0,23.5169,11.9476,14.0225,117.145,8.90112,8.36166,48.3435,56.7682,6.18418,1.46938,0.39824,0,0,0,0.182012,5.06727,0,352.221,0,124.701,163.639,274.4,860.614,5486.41,14307.7,57553.6,0
22,37,0.1998,3.04805,0,80375.7,10422.8,0.129676,0,0,0,0,0,0,0,0,0.00937483,0.00997088,65067.8,61178.1,5.97787,199.8,3048.05,0,0,0,13.8445,158.495,23.4352,10.3195,28.6381,44.2484,5.49515,2.90147,0,0,0.516393,0.223161,0,4.84159,0,494.878,219.157,98.4947,137.628,322.875,1062.12,5947.86,12851.6,56186,0
22,38,0.1998,3.0482,0,80175.1,9921.67,0.12375,0,0,0,0,0,0,0,0,0.00936394,0.0099712,69522,65288,6.09016,199.8,3048.2,0,0,11.8393,27.7907,150.478,2.94014,12.4288,41.0617,51.319,6.12812,0.485353,0,0,0.259144,0.22398,0.180362,7.451,0,389.3,73.3204,44.4852,150.144,353.858,1066.01,5756.48,12685.6,61189.2,0
22,39,0.1998,3.04835,0,80175.1,9721.23,0.12125,0,0,0,0,0,0,0,0,0.0093067,0.0099712,63287.8,59070.1,6.66422,199.8,3048.35,0,46.8941,23.8242,0,160.055,14.7911,12.5052,24.7885,44.6839,8.63213,0,0,0.644513,0.260738,0.225358,0,4.40031,0,486.242,147.543,74.5981,138.982,311.062,536.286,5791.88,14265.2,55666.4,0
22,40,0.1998,3.0485,0,79373.4,9420.57,0.118687,0,0,0,0,0,0,0,0,0.00944713,0.00997088,66792.8,63284.3,5.25284,199.8,3048.5,0,0,0,13.9121,180.792,14.7184,6.22189,32.889,57.3095,9.81681,0.485939,0,0,0,0.4485,0.18058,3.89217,0,524.173,0,84.129,168.364,335.639,1387.49,6297.07,13768.2,58915,0
22,41,0.1998,3.04865,0,79974.7,9320.36,0.116541,0,0,0,0,0,0,0,0,0.00929153,0.00997152,66296.9,61775.9,6.81928,199.8,3048.65,160.8,0,11.9614,21.0581,165.062,5.94096,18.8355,45.6339,33.901,4.95308,1.47108,0.398701,0,0.261818,0.452582,0,2.29109,107.701,488.256,148.154,79.9009,188.1,240.848,1292.42,7431.4,15939.8,56974,0
22,42,0.1998,3.0488,0,80175.1,9320.36,0.11625,0,0,0,0,0,0,0,0,0.00920455,0.00997152,66380.2,61274.5,7.6916,199.8,3048.8,0,0,48.1771,7.06797,131.215,0,2.10733,43.1651,60.2396,9.97477,2.96255,0,0,0,0,0.183485,3.29566,0,423.355,74.5901,95.5395,146.634,337.25,650.684,5639.26,12905.2,58670,0
22,43,0.1998,3.04895,0,80074.9,9520.79,0.118899,0,0,0,0,0,0,0,0,0.0091738,0.00997088,66602.7,61278.4,7.9941,199.8,3048.95,0,47.633,36.2994,35.5027,149.395,9.01451,4.23409,30.7745,43.3707,3.75778,2.48016,0,0,0.529692,0,0.368661,3.47639,0,452.744,74.9338,95.9797,208.689,289.316,762.63,6427.88,14490,58068.8,0
22,44,0.1998,3.0491,0,80175.3,9621.03,0.12,0,0,0,0,0,0,0,0,0.00939383,0.0099712,67916.9,63984.3,5.79036,199.8,3049.1,158.651,46.459,11.8016,6.92554,171.427,5.86156,10.3243,34.1091,52.1394,5.49774,0.967615,0,0,0.774956,0,0,2.5834,106.262,521.875,73.087,88.6872,167.626,378.722,1381.41,7544.6,17108.2,59719.3,0
22,45,0.1998,3.04925,0,79974.8,9621.03,0.120301,0,0,0,0,0,0,0,0,0.00942536,0.00997152,65249.5,61675.7,5.47721,199.8,3049.25,0,0,11.7916,0,158.436,11.7132,12.3787,43.6226,50.1294,10.3758,0,0,0,0.2581,0.223078,0.359271,3.38784,0,467.952,73.025,103.381,209.355,319.044,637.032,5839.46,13165.3,56908.2,0
22,46,0.1998,3.0494,0,79774.2,9721.23,0.121859,0,0,0,0,0,0,0,0,0.00932771,0.00997056,67433.5,63085.7,6.44743,199.8,3049.4,0,23.5118,11.945,35.0485,130.133,5.93278,12.5397,35.9045,47.7944,6.18283,1.46906,0,0,0.784372,0.22598,0.363945,2.45137,0,365.688,221.925,59.8432,157.544,311.921,1183.09,10002.4,19359.6,59584.5,0
22,47,0.1998,3.04955,0,79874.4,9821.45,0.122961,0,0,0,0,0,0,0,0,0.00930921,0.0099712,64022.6,59772.1,6.63898,199.8,3049.55,0,0,11.9537,35.0741,173.637,2.96856,14.6404,26.2571,45.8364,6.18734,0.490044,0.398443,0.970146,0.523296,0.904579,0,2.94379,0,528.601,0,119.774,145.531,229.41,1183.95,6780.8,15391.3,54999.8,0
22,48,0.1998,3.0497,0,79874.6,9721.25,0.121706,0,0,0,0,0,0,0,0,0.00936608,0.00997152,60751.1,57062.5,6.07164,199.8,3049.7,0,70.1581,0,13.9444,159.639,11.8021,14.5515,41.2067,34.6637,3.68986,1.4612,0.396023,0,0.520118,0,0,2.60081,0,458.033,220.738,59.5231,210.944,310.252,962.802,5134.94,11981.5,51991.3,0
22,49,0.1998,3.04985,0,80075,9520.81,0.118899,0,0,0,0,0,0,0,0,0.00919293,0.0099712,61134,56362.3,7.80522,199.8,3049.85,0,47.5338,0,21.2573,114.005,8.99574,14.7884,36.2941,55.3586,3.74995,1.485,0.402472,0,0,0.228432,0,3.46915,0,328.583,0,70.5746,183.754,368.489,761.041,5653.45,12067.9,53925.2,0
22,50,0.1998,3.05,0,80275.5,9220.16,0.114856,0,0,0,0,0,0,0,0,0.00913002,0.0099712,71850.9,65789.5,8.43613,199.8,3050,0,0,0,0,110.1,15.0585,14.8532,30.8448,45.4916,6.27727,0.994332,0,0,0.265451,0,0,4.31394,0,316.27,150.21,116.451,147.646,297.608,982.764,10919.6,20528.8,63333.7,0
22,51,0.1998,3.05015,0,79574,8919.5,0.112091,0,0,0,0,0,0,0,0,0.00928129,0.00997088,65292.7,60777,6.91608,199.8,3050.15,0,23.6889,0,14.125,174.817,5.97747,10.5285,29.2182,48.1543,3.73764,1.48012,0,0,0,0,0,5.26897,0,463.964,74.5322,65.3184,146.52,333.202,758.543,5526.53,14737.4,57324.2,0
22,52,0.1998,3.0503,0,79674,8418.39,0.10566,0,0,0,0,0,0,0,0,0.00941087,0.0099712,60036.9,56663.2,5.61947,199.8,3050.3,0,23.3333,0,20.8695,99.0113,5.88776,6.22229,35.632,46.4435,3.06795,3.40179,0.790261,0.320694,0,0,0.180591,3.73023,0,295.706,220.241,89.0835,162.362,287.176,1387.58,6510.95,15156.6,54008.9,0
22,53,0.1998,3.05045,0,80175.1,8418.39,0.105,0,0,0,0,0,0,0,0,0.00918197,0.00997152,61642.5,56761.7,7.91805,199.8,3050.45,0,0,0,21.2561,144.691,11.9936,16.9001,39.0837,32.2068,6.24956,0.989944,0.40245,0,0,0.456838,0.183936,4.79046,0,410.705,74.7735,85.6929,110.246,265.905,1413.28,7175.13,14676.4,53378.6,0
22,54,0.1998,3.0506,0,80175.1,8117.73,0.10125,0,0,0,0,0,0,0,0,0.00929109,0.00997088,60165.1,56063.3,6.81771,199.8,3050.6,0,23.4864,23.8642,7.00214,190.656,2.96319,10.4385,37.2452,44.7589,5.55855,1.95663,0,0.322798,0,0,0.181776,4.0812,0,568.234,73.8953,74.7233,151.321,277.798,1611.56,5801.61,13966.8,50925.2,0
22,55,0.1998,3.05075,0,79574,8217.96,0.103275,0,0,0,0,0,0,0,0,0.0092331,0.0099712,69640.7,64485.7,7.40231,199.8,3050.75,0,23.8125,0,14.1987,210.875,21.0303,14.8168,32.1679,58.4901,8.76667,1.9838,0,0,0,0,0,8.60676,0,699.578,74.9212,50.5071,98.1901,357.778,1089.29,6426.8,14051.8,59475.1,0
22,56,0.1998,3.0509,0,79974.7,8618.82,0.107769,0,0,0,0,0,0,0,0,0.00912508,0.0099712,68821.3,62981.4,8.4856,199.8,3050.9,0,47.9473,36.5389,7.14739,194.611,0,12.7861,50.6905,55.8402,5.67386,2.99583,0.405974,0.658988,0,0.230419,0.371094,3.99923,0,621.452,226.285,101.698,185.352,310.384,1206.33,5373.63,12172.9,59000.3,0
22,57,0.1998,3.05105,0,80175.1,8819.26,0.11,0,0,0,0,0,0,0,0,0.00939162,0.00997088,68571.7,64588.1,5.80947,199.8,3051.05,0,0,11.8044,41.5631,150.034,2.93147,14.4575,53.2228,44.2798,3.66603,1.93569,0,0.319342,0.25838,0,0.17983,5.16802,0,428.306,73.1043,68.9952,173.654,285.966,850.297,7758.96,16687.1,60371.1,0
22,58,0.1998,3.0512,0,80375.5,9220.14,0.114713,0,0,0,0,0,0,0,0,0.00924031,0.00997152,79001.6,73208.5,7.33294,199.8,3051.2,0,47.1132,23.9355,14.0461,186.879,14.8602,18.8455,41.5072,49.8807,7.43354,2.4531,0.398912,0,0.261956,0,0.182319,6.87691,0,502.083,0,94.9324,267.121,308.75,1616.37,8189.63,17780.1,68426.5,0
22,59,0.1998,3.05135,0,80074.9,9119.92,0.113892,0,0,0,0,0,0,0,0,0.0090291,0.0099712,86387.4,78225.3,9.44821,199.8,3051.35,0,0,24.5874,21.643,151.789,9.15898,8.60388,55.429,58.4127,3.18166,1.51195,0.409776,0.33258,0.26909,0,0,13.4556,0,473.939,76.1346,112.915,187.088,355.837,885.545,9519.6,19924.8,76710.3,0
22,60,0.1998,3.0515,0,80876.6,9420.57,0.116481,0,0,0,0,0,0,0,0,0.00925311,0.00997152,75542.2,70099.6,7.20462,199.8,3051.5,0,0,11.8772,41.8194,155.273,17.6973,4.15618,43.9392,39.6025,3.07386,0.486906,0.395892,0,0,0.449393,0.361878,2.59994,0,444.414,0,119.007,162.674,287.729,1497.2,11122,23634.3,66304.4,0
22,61,0.1998,3.05165,0,79974.7,9220.14,0.115288,0,0,0,0,0,0,0,0,0.00925857,0.0099712,74525.5,69199.3,7.14684,199.8,3051.65,0,23.628,0,28.1774,178.727,17.8863,16.8023,44.4086,33.021,2.48536,0.492107,0,0,0,0.68129,0,6.40506,0,517.216,0,110.255,194.859,302.132,1621.27,7565.94,19671.4,64959,0
22,62,0.1998,3.0518,0,80174.9,10122.1,0.12625,0,0,0,0,0,0,0,0,0.00904682,0.0099712,70964.1,64385.4,9.27045,199.8,3051.8,329.474,96.4825,0,21.5736,173.553,3.04321,19.2967,34.0008,40.86,5.70864,2.51183,0.816925,0,0,0,0.186685,4.52672,220.677,458.526,227.672,71.625,205.138,296.865,882.706,7723.68,18536.8,62230.8,0
22,63,0.1998,3.05195,0,80175.3,9821.47,0.1225,0,0,0,0,0,0,0,0,0.00933228,0.00997088,62792.8,58771.1,6.40469,199.8,3051.95,0,0,23.7588,27.8849,99.2209,2.95011,16.6279,42.5742,42.5808,3.07445,0.973998,0.395967,0,0.260022,0.449479,0.542921,2.11286,0,296.333,73.569,99.1913,144.627,261.622,1818.37,7487.4,18611.5,56690.3,0
22,64,0.1998,3.0521,0,79974.7,10422.8,0.130326,0,0,0,0,0,0,0,0,0.00928138,0.00997088,66261.7,61679.6,6.91512,199.8,3052.1,0,70.7098,23.949,7.02703,182.636,0,12.5708,33.2246,38.929,6.19812,0.490898,0.399137,0,0.262104,0.226539,0,2.12977,0,570.255,148.316,84.9875,139.71,259.949,1186.01,7331.71,18437.1,57252,0
22,65,0.1998,3.05225,0,80375.5,10723.4,0.133416,0,0,0,0,0,0,0,0,0.00941042,0.00997056,65140.6,61481,5.61794,199.8,3052.25,0,0,11.7514,20.6883,200.571,2.91832,8.22436,38.0398,43.1016,1.82479,0.963503,0.391701,0.31791,0,0.222318,0,1.76854,0,599.604,145.553,98.1225,143.069,273.591,1587.16,6877.67,16506.4,56291.1,0
22,66,0.1998,3.0524,0,79874.4,10823.6,0.135508,0,0,0,0,0,0,0,0,0.00941212,0.00997152,62791.4,59268.8,5.60999,199.8,3052.4,0,23.2717,11.823,27.7525,171.739,14.6805,12.4117,38.2715,40.4075,3.67182,0.484686,0.394087,0.319847,0.258788,0,0.180114,2.9116,0,522.822,0,54.2961,125.948,256.66,958.095,8729.31,19268.3,53653.3,0
22,67,0.1998,3.05255,0,80275.3,10923.9,0.13608,0,0,0,0,0,0,0,0,0.00944478,0.00997088,59609.6,56464.4,5.27637,199.8,3052.55,0,23.0754,0,13.7592,178.805,5.82267,12.307,23.0403,35.1805,4.85446,0,0.390763,0.317149,0.256605,0,0,2.56626,0,465.242,0,44.0494,101.098,228.676,1161.13,7600.11,17416.9,51934.1,0
22,68,0.1998,3.0527,0,80074.9,11124.3,0.138924,0,0,0,0,0,0,0,0,0.00944986,0.0099712,54180.7,51347.9,5.22847,199.8,3052.7,157.908,0,11.7463,27.5724,127.968,11.6682,12.3312,29.8754,38.1871,4.864,2.88925,0.391531,0,0.257109,0,0,3.05342,105.764,372.925,72.7447,73.5599,83.4205,229.126,1057.64,5076.69,13009,46642.1,0
22,69,0.1998,3.05285,0,79974.7,11324.7,0.141604,0,0,0,0,0,0,0,0,0.00934841,0.00997056,56480.2,52955.9,6.2399,199.8,3052.85,0,0,0,13.9533,142.471,8.85722,12.4806,17.8676,59.4613,2.46147,0,0,0,0,0,0,4.39166,0,377.444,73.6263,59.5611,156.801,344.113,1177.51,5352.31,11239.8,49134.2,0
22,70,0.1998,3.053,0,79874.3,11525.1,0.144291,0,0,0,0,0,0,0,0,0.00941023,0.00997088,60784.9,57367.1,5.62289,199.8,3053,0,0,11.8254,13.879,180.362,20.5569,12.4142,38.2793,49.2874,7.34512,0,0.394167,0,0,0.223718,0.180151,2.7504,0,522.928,0,78.9922,149.968,297.637,1171.24,5323.83,13309.6,51534.7,0
22,71,0.1998,3.05315,0,80676.4,11525.2,0.142857,0,0,0,0,0,0,0,0,0.00935054,0.0099712,60745.1,56964.1,6.2245,199.8,3053.15,0,46.3842,11.7826,34.5719,175.43,8.77818,10.3077,39.5028,54.0198,3.65926,0.483029,0,0,0,0,0.179498,2.41804,0,507.674,72.9693,63.9487,143.448,303.973,1167,4243.64,11882.2,51560.2,0
22,72,0.1998,3.0533,0,79473.7,11324.8,0.142497,0,0,0,0,0,0,0,0,0.00956857,0.00997088,60615.1,58169.4,4.03483,199.8,3053.3,0,23.0066,0,48.0136,127.337,20.3186,6.13516,36.4843,47.7418,4.23499,0.95833,0,0.316203,0.25584,0,0,4.15774,0,410.843,0,92.7159,142.301,341.992,736.696,4735.9,11366.2,53463.1,0
22,73,0.1998,3.05345,0,79774.4,11625.4,0.145729,0,0,0,0,0,0,0,0,0.00918906,0.0099712,63445,58468.4,7.84399,199.8,3053.45,0,95.466,12.1252,21.3463,105.677,15.0557,8.48595,36.4462,58.6228,3.76567,0.994149,0.404159,0.328022,0.530804,0,0.184718,5.14259,0,274.967,75.0911,86.0569,215.278,381.478,982.583,5240.44,11572.6,56007.2,0
22,74,0.1998,3.0536,0,79774.2,11525.2,0.144472,0,0,0,0,0,0,0,0,0.00938956,0.0099712,59321.2,55860.9,5.83319,199.8,3053.6,0,23.3569,11.8663,20.8906,142.203,8.84056,12.4571,35.668,43.5229,4.29947,0,0,0,0.259735,0,0.542321,3.08461,0,417.098,0,59.449,138.448,298.666,1068.45,3953.26,11432.4,52247.1,0
22,75,0.1998,3.05375,0,80375.7,11324.8,0.140898,0,0,0,0,0,0,0,0,0.00948024,0.00997088,62762.1,59673.8,4.92071,199.8,3053.75,0,22.9604,11.6648,41.0718,152.497,14.4841,2.04094,39.1081,33.0604,4.83026,1.91281,0,0.315568,0.510651,0,0,4.62816,0,476.149,0,82.7896,136.097,300.935,1365.4,4936.45,12918.8,53775.8,0
22,76,0.1998,3.0539,0,79874.6,11425,0.143036,0,0,0,0,0,0,0,0,0.00948137,0.00997088,59274.1,56364.1,4.90935,199.8,3053.9,0,23.1017,11.7366,20.6623,191.794,8.74395,4.107,36.6351,56.7442,6.07498,1.92458,0,0,0.513794,0.222038,0.178798,2.08746,0,532.31,218.054,78.3991,148.842,347.098,634.063,4544.12,10145,51464.8,0
22,77,0.1998,3.05405,0,79974.7,11425,0.142857,0,0,0,0,0,0,0,0,0.0092254,0.00997088,62002.8,57367.1,7.4766,199.8,3054.05,0,47.4259,12.0472,21.209,174.995,8.97532,10.5392,33.4262,42.1779,5.61216,1.48163,0,0,0,0.455827,0,2.30752,0,505.416,74.608,80.4737,152.781,307.009,1193.21,4772.83,12040.6,53369,0
22,78,0.1998,3.0542,0,79674,11425,0.143396,0,0,0,0,0,0,0,0,0.00919942,0.0099712,65221.5,60173.3,7.74006,199.8,3054.2,0,23.8697,24.2536,21.3492,127.71,6.02309,12.7306,36.451,52.5653,5.64924,0.49714,0.404213,0,0.265437,0.229419,0.738968,3.15233,0,357.504,0,50.6284,209.155,316.668,1419.47,5568.7,12884.5,57106.5,0
22,79,0.1998,3.05435,0,80676.2,11525.2,0.142857,0,0,0,0,0,0,0,0,0.00908134,0.00997088,64197.6,58470.3,8.92141,199.8,3054.35,163.091,0,24.2638,21.3581,145.386,9.03842,8.49063,50.4918,43.4857,5.65161,0.497348,0.404382,0,0.265548,0.459031,0.369639,4.97944,109.236,426.433,0,121.559,203.088,274.815,546.18,4369.44,11797.5,55055,0
22,80,0.1998,3.0545,0,79874.4,12026.3,0.150565,0,0,0,0,0,0,0,0,0.00921539,0.00997088,66736.2,61679.6,7.57699,199.8,3054.5,0,47.537,12.0754,35.4312,171.02,14.9939,10.5639,29.3164,51.336,5.62531,0,0,0,0.264312,0,0,4.79106,0,547.675,448.697,80.6622,177.641,360.916,978.548,6741.11,14243.3,56429.6,0
22,81,0.1998,3.05465,0,79473.6,11425,0.143758,0,0,0,0,0,0,0,0,0.00925053,0.00997088,61077.6,56665,7.22455,199.8,3054.65,0,0,0,14.1898,175.62,9.00738,12.6922,34.9433,41.3207,6.258,1.48692,0.402993,0,0,0.228727,0.184185,3.96987,0,520.929,0,70.6659,153.326,285.283,870.887,5987.35,13716.5,53124.1,0
22,82,0.1998,3.0548,0,79573.8,12126.5,0.152393,0,0,0,0,0,0,0,0,0.0094066,0.00997056,62084.1,58572.4,5.65624,199.8,3054.8,0,93.4933,23.7493,20.9053,133.679,14.7446,16.6212,41.1843,58.4013,0.614642,1.46041,0,0.642487,0.259918,0.224649,0.180901,4.06155,0,376.999,73.5394,64.4484,186.735,317.556,748.439,6842.87,15824.1,55063.7,0
22,83,0.1998,3.05495,0,79874.6,12627.6,0.158093,0,0,0,0,0,0,0,0,0.00924651,0.00997056,63916,59274.5,7.26189,199.8,3054.95,0,23.6885,36.1042,14.1247,179.185,2.98868,6.31699,33.3917,37.1183,6.22929,0.493366,0,0.651149,0.263422,0.227678,0.18334,3.1284,0,532.185,0,100.488,189.252,257.47,866.891,8994,17012.7,56347.9,0
